시군명,관할군구명,관할읍면동명,시공소재지위치,시공사정보,시행사정보,민간공공구분명,임대분양구분명,규모별면적(㎥),총분양가구수(개),당월미분양가구수(개),분양청약일자,입주예정일자,준공여부구분명,비고
안양시,,동안구,경기도 안양시 동안구 호계동 992-1번지,디엘이앤씨㈜,덕현지구 주택재개발정비사업조합,민간,분양,84,30,0,Dec-24,Nov-24,준공,
안양시,,동안구,경기도 안양시 동안구 호계동 992-1번지,디엘이앤씨㈜,덕현지구 주택재개발정비사업조합,민간,분양,84,26,0,Dec-24,Nov-24,준공,
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,투탑건설㈜,석수리버하임,민간,분양,40,2,2,Feb-24,Oct-24,미준공,
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,98,59,0,Feb-24,Oct-24,미준공,
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,84,56,0,Feb-24,Oct-24,미준공,
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,84,17,0,Feb-24,Oct-24,미준공,
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,84,55,0,Feb-24,Oct-24,미준공,
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,79,37,1,Feb-24,Oct-24,미준공,
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,74,18,0,Feb-24,Oct-24,미준공,
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,74,27,0,Feb-24,Oct-24,미준공,
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,59,189,0,Feb-24,Oct-24,미준공,
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,투탑건설㈜,석수리버하임,민간,분양,49,10,10,Feb-24,Oct-24,미준공,
양주시,,화정동,경기도 양주시 화정동 194-1,에이치엘디앤아이한라(주),㈜무궁화신탁,민간,분양,78,114,114,Nov-24,Dec-24,미준공,
양주시,,화정동,경기도 양주시 화정동 194-1,에이치엘디앤아이한라(주),㈜무궁화신탁,민간,분양,78,65,65,Nov-24,Dec-24,미준공,
양주시,,화정동,경기도 양주시 화정동 194-1,에이치엘디앤아이한라(주),㈜무궁화신탁,민간,분양,84,184,184,Nov-24,Dec-24,미준공,
양주시,,화정동,경기도 양주시 화정동 194-1,에이치엘디앤아이한라(주),㈜무궁화신탁,민간,분양,84,64,64,Nov-24,Dec-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84,38,2,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84,38,14,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.565,15,10,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84,15,2,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84,10,1,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84,10,0,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84,3,3,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84,3,3,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84,3,3,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84,3,3,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-2BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.68,17,8,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-2BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.68,21,1,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-2BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.68,8,5,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-2BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.68,8,7,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-2BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.34,8,6,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-2BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.68,8,7,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-3BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.46,48,3,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-3BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.46,48,0,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-3BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.46,6,2,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-3BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.46,6,2,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-3BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.46,5,4,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-3BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.46,5,2,Nov-24,Mar-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,16,9,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,20,10,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,10,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,8,3,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,11,9,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,20,10,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,3,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,5,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,4,2,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,5,4,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,4,1,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,5,5,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,5,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,6,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,34,13,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,18,14,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.96,3,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,18,14,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,19,14,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.96,6,3,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.96,8,,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,17,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,25,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,25,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,6,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,6,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,1,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,33,12,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,35,14,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,4,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,5,1,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,16,10,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.96,34,11,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.96,4,1,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,7,2,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,17,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.96,2,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.96,3,,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,13,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,13,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,8,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,11,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,3,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,3,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,4,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,3,1,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,2,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-10BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,13,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-10BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,25,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-10BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,8,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-10BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,25,0,May-24,Jun-24,미준공,
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-10BL,㈜현대건설,㈜무궁화신탁,민간,분양,84,4,1,May-24,Jun-24,미준공,
양평군,,양평읍,경기도 양평군 양평읍 공흥리 418,일신건영주식회사,코리아신탁㈜,민간,분양,84,48,35,Jun-24,Feb-24,미준공,
양평군,,양서면,경기도 양평군 양서면 용담리 704 (에델바움),대의건설,국제자산신탁㈜,민간,분양,58,44,1,Nov-24,Nov-24,준공,
양평군,,양평읍,경기도 양평군 양평읍 공흥리 418,일신건영주식회사,코리아신탁㈜,민간,분양,84,191,40,Jun-24,Feb-24,미준공,
양평군,,양평읍,경기도 양평군 양평읍 공흥리 418,일신건영주식회사,코리아신탁㈜,민간,분양,74,14,0,Jun-24,Feb-24,미준공,
양평군,,양평읍,경기도 양평군 양평읍 공흥리 418,일신건영주식회사,코리아신탁㈜,민간,분양,74,20,2,Jun-24,Feb-24,미준공,
양평군,,양평읍,경기도 양평군 양평읍 공흥리 418,일신건영주식회사,코리아신탁㈜,민간,분양,74,64,3,Jun-24,Feb-24,미준공,
양평군,,양평읍,경기도 양평군 덕평리 661-7,코오롱글로벌㈜,양평덕평지구지역주택조합,민간,분양,74,83,62,May-24,Mar-24,미준공,
양평군,,양평읍,경기도 양평군 덕평리 661-7,코오롱글로벌㈜,양평덕평지구지역주택조합,민간,분양,74,37,27,May-24,Mar-24,미준공,
양평군,,양평읍,경기도 양평군 덕평리 661-7,코오롱글로벌㈜,양평덕평지구지역주택조합,민간,분양,59,3,2,May-24,Mar-24,미준공,
양평군,,양평읍,경기도 양평군 덕평리 661-7,코오롱글로벌㈜,양평덕평지구지역주택조합,민간,분양,59,77,61,May-24,Mar-24,미준공,
양평군,,양서면,경기도 양평군 양서면 용담리 704 (에델바움),대의건설,국제자산신탁㈜,민간,분양,51,1,1,Nov-24,Nov-24,준공,
양평군,,양서면,경기도 양평군 양서면 용담리 704 (에델바움),대의건설,국제자산신탁㈜,민간,분양,45,1,1,Nov-24,Nov-24,준공,
양평군,,양서면,경기도 양평군 양서면 용담리 704 (에델바움),대의건설,국제자산신탁㈜,민간,분양,58,2,1,Nov-24,Nov-24,준공,
양평군,,양서면,경기도 양평군 양서면 용담리 704 (에델바움),대의건설,국제자산신탁㈜,민간,분양,58,2,1,Nov-24,Nov-24,준공,
양평군,,양평읍,경기도 양평군 양평읍 공흥리 418,일신건영주식회사,코리아신탁㈜,민간,분양,84,69,40,Jun-24,Feb-24,미준공,
여주시,,교동,경기도 여주군 교동 500-118번지,GS건설㈜,㈜엘에스디,민간,분양,99,52,7,May-24,Jun-24,미준공,
여주시,,교동,경기도 여주군 교동 500-118번지,GS건설㈜,㈜엘에스디,민간,분양,136,2,1,May-24,Jun-24,미준공,
여주시,,교동,경기도 여주군 교동 500-118번지,GS건설㈜,㈜엘에스디,민간,분양,99,52,0,May-24,Jun-24,미준공,
여주시,,교동,경기도 여주군 교동 500-118번지,GS건설㈜,㈜엘에스디,민간,분양,84,248,5,May-24,Jun-24,미준공,
여주시,,교동,경기도 여주군 교동 500-118번지,GS건설㈜,㈜엘에스디,민간,분양,84,249,0,May-24,Jun-24,미준공,
여주시,,교동,경기도 여주군 교동 500-118번지,GS건설㈜,㈜엘에스디,민간,분양,59,81,0,May-24,Jun-24,미준공,
여주시,,교동,경기도 여주군 교동 500-118번지,GS건설㈜,㈜엘에스디,민간,분양,59,85,0,May-24,Jun-24,미준공,
연천군,,전곡읍,경기도 연천군 전곡읍 전곡리 85-12,제일건설㈜,보라산업개발주식회사,민간,분양,84.98,147,3,Apr-24,Dec-24,미준공,
연천군,,전곡읍,경기도 연천군 전곡읍 전곡리 85-12,제일건설㈜,보라산업개발주식회사,민간,분양,84.94,445,6,Apr-24,Dec-24,미준공,
연천군,,전곡읍,경기도 연천군 전곡읍 전곡리 85-12,제일건설㈜,보라산업개발주식회사,민간,분양,220.4,2,1,Apr-24,Dec-24,미준공,
연천군,,전곡읍,경기도 연천군 전곡읍 전곡리 85-12,제일건설㈜,보라산업개발주식회사,민간,분양,109.71,45,8,Apr-24,Dec-24,미준공,
연천군,,전곡읍,경기도 연천군 전곡읍 전곡리 85-12,제일건설㈜,보라산업개발주식회사,민간,분양,108.83,125,28,Apr-24,Dec-24,미준공,
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,75,209,5,,Aug-27,미준공,
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,59,63,0,,Aug-27,미준공,
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,59,63,0,,Aug-27,미준공,
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,59,187,0,,Aug-27,미준공,
오산시,,,경기도 오산시 탑동 110-1,한신공영㈜,세교피에프브이,민간,분양,99,377,155,May-24,Mar-24,미준공,
오산시,,,경기도 오산시 탑동 110-1,한신공영㈜,세교피에프브이,민간,분양,84,75,0,May-24,Mar-24,미준공,
오산시,,,경기도 오산시 탑동 110-1,한신공영㈜,세교피에프브이,민간,분양,84,144,0,May-24,Mar-24,미준공,
오산시,,,경기도 오산시 탑동 110-1,한신공영㈜,세교피에프브이,민간,분양,74,24,0,May-24,Mar-24,미준공,
오산시,,,경기도 오산시 탑동 110-1,한신공영㈜,세교피에프브이,민간,분양,74,224,0,May-24,Mar-24,미준공,
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,75,191,3,,Aug-27,미준공,
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,84,646,108,,Aug-27,미준공,
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,84,40,6,,Aug-27,미준공,
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,84,48,12,,Aug-27,미준공,
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,103,46,41,,Aug-27,미준공,
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,103,179,104,,Aug-27,미준공,
용인시,기흥구,서천동,경기도 용인시 기흥구 서천동 335-2번지,지에스건설,교보자산신탁㈜,민간,분양,84,35,0,Dec-24,Dec-24,미준공,
용인시,기흥구,서천동,경기도 용인시 기흥구 서천동 335-2번지,지에스건설,교보자산신탁㈜,민간,분양,100,20,0,Dec-24,Dec-24,미준공,
용인시,기흥구,언남동,경기도 용인시 기흥구 언남동 384-2번회 1필지,㈜대능종합건설,㈜비에스아이앤씨,민간,분양,48,16,4,Aug-24,Aug-24,준공,
용인시,기흥구,언남동,경기도 용인시 기흥구 언남동 384-2번회 1필지,㈜대능종합건설,㈜비에스아이앤씨,민간,분양,67,16,2,Aug-24,Aug-24,준공,
용인시,기흥구,언남동,경기도 용인시 기흥구 언남동 384-2번회 1필지,㈜대능종합건설,㈜비에스아이앤씨,민간,분양,49,16,3,Aug-24,Aug-24,준공,
용인시,기흥구,언남동,경기도 용인시 기흥구 언남동 384-2번회 1필지,㈜대능종합건설,㈜비에스아이앤씨,민간,분양,41,32,5,Aug-24,Aug-24,준공,
용인시,수지구,,,00건설,00건설,민간,분양,39,11,10,Sep-24,May-24,미준공,
용인시,수지구,,,00건설,00건설,민간,분양,47,13,8,Sep-24,May-24,미준공,
용인시,수지구,,,00건설,00건설,민간,분양,64,13,13,Sep-24,May-24,미준공,
용인시,수지구,,,00건설,00건설,민간,분양,70,30,29,Sep-24,May-24,미준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,130,1,1,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,131,1,1,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,131,1,1,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,132,1,1,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,133,1,1,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,139,1,1,Aug-24,Oct-24,준공,
용인시,처인구,포곡읍,경기도 용인시 처인구 포곡읍 전대리 192-2번지,디더블유대원,디더블유대원,민간,분양,59,118,6,Nov-24,Jan-00,미준공,
용인시,처인구,포곡읍,경기도 용인시 처인구 포곡읍 전대리 192-2번지,디더블유대원,디더블유대원,민간,분양,59,14,0,Nov-24,Nov-24,미준공,
용인시,처인구,포곡읍,경기도 용인시 처인구 포곡읍 전대리 192-2번지,디더블유대원,디더블유대원,민간,분양,74,62,43,Nov-24,Nov-24,미준공,
용인시,처인구,포곡읍,경기도 용인시 처인구 포곡읍 전대리 192-2번지,디더블유대원,디더블유대원,민간,분양,84,128,50,Nov-24,Nov-24,미준공,
용인시,처인구,포곡읍,경기도 용인시 처인구 포곡읍 전대리 192-2번지,디더블유대원,디더블유대원,민간,분양,84,13,12,Nov-24,Nov-24,미준공,
용인시,처인구,포곡읍,경기도 용인시 처인구 포곡읍 전대리 192-2번지,디더블유대원,디더블유대원,민간,분양,84,13,5,Nov-24,Nov-24,미준공,
용인시,,,경기도 용인시 산42-4(공세지구 D3블럭),㈜알비디케이콘스,㈜알비디케이,민간,분양,84,34,33,,Aug-24,미준공,
용인시,,,경기도 용인시 산42-4(공세지구 D3블럭),㈜알비디케이콘스,㈜알비디케이,민간,분양,84,17,17,,Aug-24,미준공,
용인시,,,경기도 용인시 산42-4(공세지구 D3블럭),㈜알비디케이콘스,㈜알비디케이,민간,분양,84,18,13,,Aug-24,미준공,
용인시,,,경기도 용인시 산42-4(공세지구 D3블럭),㈜알비디케이콘스,㈜알비디케이,민간,분양,84,9,9,,Aug-24,미준공,
용인시,,,경기도 용인시 산42-4(공세지구 D3블럭),㈜알비디케이콘스,㈜알비디케이,민간,분양,84,4,3,,Aug-24,미준공,
용인시,,,경기도 용인시 산42-4(공세지구 D3블럭),㈜알비디케이콘스,㈜알비디케이,민간,분양,84,2,2,,Aug-24,미준공,
용인시,,,경기도 용인시 산42-4(공세지구 D3블럭),㈜알비디케이콘스,㈜알비디케이,민간,분양,84,9,9,,Aug-24,미준공,
용인시,처인구,역북동,경기도 용인시 처인구 역북동 89-25번지,서희건설,서희건설,민간,분양,59,29,1,Feb-24,Mar-24,미준공,
용인시,처인구,역북동,경기도 용인시 처인구 역북동 89-25번지,서희건설,서희건설,민간,분양,59,42,1,Feb-24,Mar-24,미준공,
용인시,처인구,역북동,경기도 용인시 처인구 역북동 89-25번지,서희건설,서희건설,민간,분양,74,13,1,Feb-24,Mar-24,미준공,
용인시,처인구,역북동,경기도 용인시 처인구 역북동 89-25번지,서희건설,서희건설,민간,분양,74,2,0,Feb-24,Mar-24,미준공,
용인시,처인구,역북동,경기도 용인시 처인구 역북동 89-25번지,서희건설,서희건설,민간,분양,84,30,6,Feb-24,Mar-24,미준공,
용인시,처인구,역북동,경기도 용인시 처인구 역북동 89-25번지,서희건설,서희건설,민간,분양,84,9,3,Feb-24,Mar-24,미준공,
용인시,처인구,역북동,경기도 용인시 처인구 역북동 89-25번지,서희건설,서희건설,민간,분양,84,9,2,Feb-24,Mar-24,미준공,
용인시,처인구,이동읍,경기도 용인시 처인구 이동읍 1267-8외 1,삼정건설산업㈜,㈜이안이앤디,민간,분양,19,234,190,Aug-24,Aug-24,미준공,
용인시,처인구,이동읍,경기도 용인시 처인구 이동읍 1267-8외 1,삼정건설산업㈜,㈜이안이앤디,민간,분양,25.71,32,25,Aug-24,Aug-24,미준공,
용인시,처인구,이동읍,경기도 용인시 처인구 이동읍 1267-8외 1,삼정건설산업㈜,㈜이안이앤디,민간,분양,40.86,10,4,Aug-24,Aug-24,미준공,
용인시,기흥구,서천동,경기도 용인시 기흥구 서천동 335-2번지,지에스건설,교보자산신탁㈜,민간,분양,84,201,0,Dec-24,Dec-24,미준공,
용인시,기흥구,서천동,경기도 용인시 기흥구 서천동 335-2번지,지에스건설,교보자산신탁㈜,민간,분양,84,109,1,Dec-24,Dec-24,미준공,
용인시,기흥구,서천동,경기도 용인시 기흥구 서천동 335-2번지,지에스건설,교보자산신탁㈜,민간,분양,84,107,0,Dec-24,Dec-24,미준공,
용인시,수지구,,,00건설,00건설,민간,분양,81,21,21,Sep-24,May-24,미준공,
용인시,수지구,,,00건설,00건설,민간,분양,97,2,2,Sep-24,May-24,미준공,
용인시,수지구,,,00건설,00건설,민간,분양,102,4,4,Sep-24,May-24,미준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,59,105,0,May-24,Mar-24,미준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,59,21,0,May-24,Mar-24,미준공,
