시군명,관할군구명,관할읍면동명,시공소재지위치,시공사정보,시행사정보,민간공공구분명,임대분양구분명,규모별면적(㎥),총분양가구수(개),당월미분양가구수(개),분양청약일자,입주예정일자,준공여부구분명,비고
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,59,3,0,May-24,Mar-24,미준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,74,152,0,May-24,Mar-24,미준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,84,461,50,May-24,Mar-24,미준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,84,97,0,May-24,Mar-24,미준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,84,135,0,May-24,Mar-24,미준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,84,21,0,May-24,Mar-24,미준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,84,2,0,May-24,Mar-24,미준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,84,2,0,May-24,Mar-24,미준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,17,1,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,25,0,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,1,1,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,6,5,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,1,1,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,11,0,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,13,7,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,16,1,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,16,2,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,18,2,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,18,0,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,1,1,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,13,2,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,7,0,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84,1,1,Aug-24,Oct-24,준공,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,118,1,1,Aug-24,Oct-24,준공,
의정부시,,금오동,경기도 의정부시 금오동 369-1,대우건설㈜,우리자산신탁㈜,민간,분양,110,82,0,Nov-24,Dec-24,미준공,
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,84,170,0,Nov-24,Oct-24,미준공,
의정부시,,금오동,경기도 의정부시 금오동 369-1,대우건설㈜,우리자산신탁㈜,민간,분양,108,82,0,Nov-24,Dec-24,미준공,
의정부시,,금오동,경기도 의정부시 금오동 369-1,대우건설㈜,우리자산신탁㈜,민간,분양,84,82,0,Nov-24,Dec-24,미준공,
의정부시,,금오동,경기도 의정부시 금오동 369-1,대우건설㈜,우리자산신탁㈜,민간,분양,84,123,0,Nov-24,Dec-24,미준공,
의정부시,,금오동,경기도 의정부시 금오동 369-1,대우건설㈜,우리자산신탁㈜,민간,분양,84,41,0,Nov-24,Dec-24,미준공,
의정부시,,금오동,경기도 의정부시 금오동 369-1,대우건설㈜,우리자산신탁㈜,민간,분양,84,246,0,Nov-24,Dec-24,미준공,
의정부시,,용현동,경기도 의정부시 용현동 산32외 51필지,현대엔지니어링㈜,신영부동산신탁㈜,민간,분양,84,77,11,Jun-24,Aug-24,미준공,
의정부시,,용현동,경기도 의정부시 용현동 산32외 51필지,현대엔지니어링㈜,신영부동산신탁㈜,민간,분양,84,132,10,Jun-24,Aug-24,미준공,
의정부시,,용현동,경기도 의정부시 용현동 산32외 51필지,현대엔지니어링㈜,신영부동산신탁㈜,민간,분양,74,77,11,Jun-24,Aug-24,미준공,
의정부시,,용현동,경기도 의정부시 용현동 산32외 51필지,현대엔지니어링㈜,신영부동산신탁㈜,민간,분양,74,118,10,Jun-24,Aug-24,미준공,
의정부시,,용현동,경기도 의정부시 용현동 산32외 51필지,현대엔지니어링㈜,신영부동산신탁㈜,민간,분양,59,63,0,Jun-24,Aug-24,미준공,
의정부시,,용현동,경기도 의정부시 용현동 산32외 51필지,현대엔지니어링㈜,신영부동산신탁㈜,민간,분양,59,60,0,Jun-24,Aug-24,미준공,
의정부시,,용현동,경기도 의정부시 용현동 산32외 51필지,현대엔지니어링㈜,신영부동산신탁㈜,민간,분양,59,109,0,Jun-24,Aug-24,미준공,
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,84,382,0,Nov-24,Oct-24,미준공,
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,84,253,0,Nov-24,Oct-24,미준공,
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,84,218,0,Nov-24,Oct-24,미준공,
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,84,35,0,Nov-24,Oct-24,미준공,
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,112,339,0,Nov-24,Oct-24,미준공,
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,162,2,0,Nov-24,Oct-24,미준공,
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,165,2,0,Nov-24,Oct-24,미준공,
의정부시,,의정부동,경기도 의정부시 의정부동 436-4번지 외 2필지(스카이파크),진산건설㈜,㈜드림개발,민간,분양,19.6,12,1,Mar-24,Apr-24,준공,
의정부시,,신곡동,경기도 의정부시 신곡동 고산 공공주택지구 C2블럭(신곡동 1-2)(대광로제비앙),(주)대광건영,㈜대광건영,민간,분양,84.93,622,1,Oct-24,Apr-24,준공,
의정부시,,의정부동,경기도 의정부시 의정부동 98-4 외 1필지(공간라움),㈜공간종합건설,㈜공간종합건설,민간,분양,66.69,17,2,Aug-24,Sep-24,준공,
의정부시,,의정부동,경기도 의정부시 의정부동 131-23번지,㈜디오시종합건설,나이키빌,민간,분양,41,18,18,Feb-24,Mar-24,준공,
의정부시,,의정부동,경기도 의정부시 의정부동 131-23번지,㈜디오시종합건설,나이키빌,민간,분양,23,18,18,Feb-24,Mar-24,준공,
의정부시,,의정부동,경기도 의정부시 의정부동 131-23번지,㈜디오시종합건설,나이키빌,민간,분양,39,18,18,Feb-24,Mar-24,준공,
의정부시,,의정부동,경기도 의정부시 의정부동 131-23번지,㈜디오시종합건설,나이키빌,민간,분양,20,17,17,Feb-24,Mar-24,준공,
의정부시,,의정부동,경기도 의정부시 의정부동 131-23번지,㈜디오시종합건설,나이키빌,민간,분양,20,17,13,Feb-24,Mar-24,준공,
의정부시,,의정부동,경기도 의정부시 의정부동 131-23번지,㈜디오시종합건설,나이키빌,민간,분양,28,18,16,Feb-24,Mar-24,준공,
의정부시,,의정부동,경기도 의정부시 의정부동 131-23번지,㈜디오시종합건설,나이키빌,민간,분양,43,1,1,Feb-24,Mar-24,준공,
의정부시,,의정부동,경기도 의정부시 의정부동 146-5,㈜부성종합건설,교보자산신탁㈜,민간,분양,84.32,109,1,Nov-24,Dec-24,미준공,
의정부시,,의정부동,경기도 의정부시 의정부동 491-5,스마트중앙건설㈜,㈜무궁화신탁,민간,분양,65.44,60,0,Feb-24,Aug-24,미준공,
의정부시,,의정부동,경기도 의정부시 의정부동 127-4,신동아건설㈜,㈜하나자신탁,민간,분양,84.9,63,50,Jul-24,Mar-24,미준공,
이천시,,안흥동,경기도 이천시 안흥동 27-1,서희건설,안흥동지역주택조합,민간,민간,84.98,107,89,Feb-24,Jan-24,미준공,
이천시,,안흥동,경기도 이천시 안흥동 27-1,서희건설,안흥동지역주택조합,민간,민간,84.98,178,134,Feb-24,Jan-24,미준공,
이천시,,안흥동,경기도 이천시 안흥동 27-1,서희건설,안흥동지역주택조합,민간,민간,84.98,62,46,Feb-24,Jan-24,미준공,
이천시,,안흥동,경기도 이천시 안흥동 226-2외 16필지 (롯데캐슬 페라즈 스카이),롯데건설㈜,아시아신탁㈜,민간,분양,142.15,3,3,Jul-24,Apr-24,미준공,
이천시,,비공개,,비공개,비공개,민간,민간,117.992,88,40,May-24,Apr-24,미준공,
이천시,,비공개,,비공개,비공개,민간,민간,84,94,62,May-24,Apr-24,미준공,
이천시,,비공개,,비공개,비공개,민간,민간,185.72,2,1,May-24,Apr-24,미준공,
이천시,,비공개,,비공개,비공개,민간,민간,84,327,169,May-24,Apr-24,미준공,
이천시,,비공개,,비공개,비공개,민간,민간,122.45,43,5,Feb-24,Jan-24,미준공,
이천시,,비공개,,비공개,비공개,민간,민간,84.957,224,211,Feb-24,Jan-24,미준공,
이천시,,비공개,,비공개,비공개,민간,민간,84.98,267,251,Feb-24,Jan-24,미준공,
이천시,,비공개,,비공개,비공개,민간,민간,84.936,267,204,Feb-24,Jan-24,미준공,
이천시,,비공개,,비공개,비공개,민간,민간,84,124,86,May-24,Apr-24,미준공,
파주시,,문산읍,경기도 파주시 문산읍 당동리 947일원,㈜한양,㈜한국자산신탁,민간,분양,101.81,136,1,Jun-24,Oct-24,준공,
평택시,,장안동,경기도 평택시 장안동,㈜대광건영,브레인시티5피에프브이㈜,민간,분양,84,606,176,,Jan-27,미준공,
평택시,,장안동,경기도 평택시 장안동,㈜대광건영,브레인시티5피에프브이㈜,민간,분양,84,136,44,,Jan-27,미준공,
평택시,,장안동,경기도 평택시 장안동,㈜대광건영,브레인시티5피에프브이㈜,민간,분양,84,102,3,,Jan-27,미준공,
평택시,,현덕면,경기도 평택시 화양지구 9-2bl,㈜대우건설,교보자산신탁㈜,민간,분양,74,99,13,,Nov-26,미준공,
평택시,,현덕면,경기도 평택시 화양지구 9-2bl,㈜대우건설,교보자산신탁㈜,민간,분양,74,100,22,,Nov-26,미준공,
평택시,,현덕면,경기도 평택시 화양지구 9-2bl,㈜대우건설,교보자산신탁㈜,민간,분양,84,431,128,,Nov-26,미준공,
평택시,,현덕면,경기도 평택시 화양지구 9-2bl,㈜대우건설,교보자산신탁㈜,민간,분양,84,110,66,,Nov-26,미준공,
평택시,,현덕면,경기도 평택시 화양지구 9-2bl,㈜대우건설,교보자산신탁㈜,민간,분양,84,103,65,,Nov-26,미준공,
평택시,,현덕면,경기도 평택시 화양지구 9-2bl,㈜대우건설,교보자산신탁㈜,민간,분양,122,4,2,,Nov-26,미준공,
평택시,,현덕면,경기도 평택시 화양지구 9-2bl,㈜대우건설,교보자산신탁㈜,민간,분양,122,4,0,,Nov-26,미준공,
평택시,,가재동,경기도 평택시 가재동l,효성중공업㈜,평택가재피에프브이㈜,민간,분양,84,809,2,,Feb-27,미준공,
평택시,,가재동,경기도 평택시 가재동l,효성중공업㈜,평택가재피에프브이㈜,민간,분양,84,240,2,,Feb-27,미준공,
평택시,,가재동,경기도 평택시 가재동l,효성중공업㈜,평택가재피에프브이㈜,민간,분양,103,160,1,,Feb-27,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 2-1BL,디엘건설㈜,교보자산신탁㈜,민간,분양,59,155,0,Aug-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 2-1BL,디엘건설㈜,교보자산신탁㈜,민간,분양,84,638,0,Aug-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 3BL,㈜서희건설,평택화양센트럴지역주택조합 외 1,민간,분양,84,270,2,Apr-24,Dec-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 3BL,㈜서희건설,평택화양센트럴지역주택조합 외 1,민간,분양,59,145,121,Apr-24,Dec-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 3BL,㈜서희건설,평택화양센트럴지역주택조합 외 1,민간,분양,59,84,79,Apr-24,Dec-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 3BL,㈜서희건설,평택화양센트럴지역주택조합 외 1,민간,분양,84,161,148,Aug-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 4BL,디엘건설㈜,교보자산신탁㈜,민간,분양,59,98,0,Aug-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 4BL,디엘건설㈜,교보자산신탁㈜,민간,분양,74,194,0,Aug-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 4BL,디엘건설㈜,교보자산신탁㈜,민간,분양,84,465,0,Aug-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 4BL,디엘건설㈜,교보자산신탁㈜,민간,분양,84,159,1,Aug-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 7BL,㈜한화건설,교보자산신탁㈜,민간,분양,74,78,0,Oct-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 7BL,㈜한화건설,교보자산신탁㈜,민간,분양,74,75,0,Oct-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 7BL,㈜한화건설,교보자산신탁㈜,민간,분양,74,75,0,Oct-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 7BL,㈜한화건설,교보자산신탁㈜,민간,분양,74,53,0,Oct-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 7BL,㈜한화건설,교보자산신탁㈜,민간,분양,84,205,0,Oct-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 7BL,㈜한화건설,교보자산신탁㈜,민간,분양,84,363,4,Oct-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 7BL,㈜한화건설,교보자산신탁㈜,민간,분양,99,146,0,Oct-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 5BL,현대엔지니어링㈜,신한자산신탁㈜,민간,분양,72,149,1,Nov-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 5BL,현대엔지니어링㈜,신한자산신탁㈜,민간,분양,76,76,1,Nov-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 5BL,현대엔지니어링㈜,신한자산신탁㈜,민간,분양,84,929,12,Nov-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 5BL,현대엔지니어링㈜,신한자산신탁㈜,민간,분양,84,315,35,Nov-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 5BL,현대엔지니어링㈜,신한자산신탁㈜,민간,분양,84,102,22,Nov-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면,미공개,미공개,민간,분양,84,530,512,Feb-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면,미공개,미공개,민간,분양,84,139,126,Feb-24,Aug-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면,미공개,미공개,민간,분양,107,84,47,Feb-24,Aug-24,미준공,
평택시,,가재동,경기도 평택시 가재지구 2bl,제일건설㈜,㈜씨지주택,민간,분양,84,819,32,Jun-24,May-24,미준공,
평택시,,가재동,경기도 평택시 가재지구 2bl,제일건설㈜,㈜씨지주택,민간,분양,84,162,7,Jun-24,May-24,미준공,
평택시,,가재동,경기도 평택시 가재지구 2bl,제일건설㈜,㈜씨지주택,민간,분양,103,171,1,Jun-24,May-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 9-1bl,㈜신영씨앤디,신영화양지구개발피에프브이,민간,분양,84,341,307,May-24,Apr-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 9-1bl,㈜신영씨앤디,신영화양지구개발피에프브이,민간,분양,84,300,273,May-24,Apr-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 9-1bl,㈜신영씨앤디,신영화양지구개발피에프브이,민간,분양,84,112,100,May-24,Apr-24,미준공,
평택시,,현덕면,경기도 평택시 현덕면 화양지구 9-1bl,㈜신영씨앤디,신영화양지구개발피에프브이,민간,분양,84,246,229,May-24,Apr-24,미준공,
평택시,,도일동,,비공개,비공개,민간,분양,59,465,15,,Nov-26,미준공,
평택시,,도일동,,비공개,비공개,민간,분양,59,103,32,,Nov-26,미준공,
평택시,,도일동,,비공개,비공개,민간,분양,84,1051,731,,Nov-26,미준공,
평택시,,도일동,,비공개,비공개,민간,분양,84,204,126,,Nov-26,미준공,
평택시,,도일동,,비공개,비공개,민간,분양,84,157,119,,Nov-26,미준공,
평택시,,가재동,경기도 평택시 가재동 450-2,쌍용건설㈜,평택가재피에프비이,민간,분양,84,896,0,,Jan-27,미준공,
평택시,,가재동,경기도 평택시 가재동 450-2,쌍용건설㈜,평택가재피에프비이,민간,분양,84,114,0,,Jan-27,미준공,
평택시,,가재동,경기도 평택시 가재동 450-2,쌍용건설㈜,평택가재피에프비이,민간,분양,113,330,15,,Jan-27,미준공,
평택시,,장안동,경기도 평택시 장안동,㈜대광건영,브레인시티5피에프브이㈜,민간,분양,59,234,5,,Nov-26,미준공,
평택시,,장안동,경기도 평택시 장안동,㈜대광건영,브레인시티5피에프브이㈜,민간,분양,59,104,5,,Nov-26,미준공,
포천시,,군내면,경기도 포천시 군내면 용정리 475-1,㈜대광건영,포천대광지역주택조합,민간,분양,59,59,10,Aug-24,Aug-24,준공,
포천시,,군내면,경기도 포천시 군내면 용정리 475-1,㈜대광건영,포천대광지역주택조합,민간,분양,84,57,31,Aug-24,Aug-24,준공,
포천시,,군내면,경기도 포천시 군내면 용정리 475-1,㈜대광건영,포천대광지역주택조합,민간,분양,84,10,7,Aug-24,Aug-24,준공,
포천시,,군내면,경기도 포천시 군내면 용정리 475-1,㈜대광건영,포천대광지역주택조합,민간,분양,59,37,18,Aug-24,Aug-24,준공,
포천시,,군내면,경기도 포천시 군내면 용정리 475-1,㈜대광건영,포천대광지역주택조합,민간,분양,59,52,17,Aug-24,Aug-24,준공,
하남시,,망월동,경기도 하남시 망월동 미사지구 C1,㈜동양건설산업,㈜하남파라곤,민간,분양,195,2,2,May-24,Jul-24,준공,
화성시,,반송동,경기도 화성시 반송동 동탄택지개발지구16-3블럭외 2,㈜동양건설산업,우**외3인,민간,분양,173,66,8,Jun-24,Nov-24,준공,
화성시,,반송동,경기도 화성시 반송동 동탄택지개발지구16-3블럭외 2,㈜동양건설산업,우**외3인,민간,분양,192,42,9,Jun-24,Nov-24,준공,
화성시,,반송동,경기도 화성시 반송동 동탄택지개발지구16-3블럭외 2,㈜동양건설산업,우**외3인,민간,분양,201,70,6,Jun-24,Nov-24,준공,
화성시,,우정읍,경기도 화성시 조암리 453-2번지,㈜군장종합건설,대한토지신탁,민간,분양,79.97,33,13,Sep-24,Nov-24,준공,
화성시,,오산동,경기도 화성시 오산동 동탄2택지개발지구 업무복합3BL,㈜유림E&C,㈜하나자산신탁,민간,분양,96.58,92,1,Aug-24,Oct-24,준공,
화성시,,오산동,경기도 화성시 오산동 동탄2택지개발지구 16BL,에이치엔아이엔씨㈜,코리아신탁(주),민간,분양,97,2,1,May-24,Oct-24,미준공,
화성시,,오산동,경기도 화성시 오산동 동탄2택지개발지구 16BL,에이치엔아이엔씨㈜,코리아신탁(주),민간,분양,155,2,1,May-24,Oct-24,미준공,
화성시,,오산동,경기도 화성시 오산동 동탄2택지개발지구 16BL,에이치엔아이엔씨㈜,코리아신탁(주),민간,분양,155,2,1,May-24,Oct-24,미준공,
화성시,,새솔동,경기도 화성시  새솔동 송산그린시티 EAA10BL 모아미래도,㈜모아종합건설,㈜미래도건설,민간,분양,84.99,315,1,Mar-24,Jun-24,준공,
화성시,,새솔동,경기도 화성시  새솔동 송산그린시티 EAA10BL 모아미래도,㈜모아종합건설,㈜미래도건설,민간,분양,99.99,76,1,Mar-24,Jun-24,준공,
화성시,,봉담읍,경기도 화성시 봉담읍 상리 25-52,㈜대창기업,㈜한국토지신탁,민간,분양,13.31,176,76,Feb-24,Feb-24,준공,
화성시,,봉담읍,경기도 화성시 봉담읍 상리 25-52,㈜대창기업,㈜한국토지신탁,민간,분양,13.25,16,9,Feb-24,Feb-24,준공,
화성시,,봉담읍,경기도 화성시 봉담읍 상리 25-52,㈜대창기업,㈜한국토지신탁,민간,분양,13.2,16,9,Feb-24,Feb-24,준공,
화성시,,봉담읍,경기도 화성시 봉담읍 상리 25-52,㈜대창기업,㈜한국토지신탁,민간,분양,13.91,48,36,Feb-24,Feb-24,준공,
화성시,,봉담읍,경기도 화성시 봉담읍 상리 25-52,㈜대창기업,㈜한국토지신탁,민간,분양,13.78,16,16,Feb-24,Feb-24,준공,
화성시,,우정읍,경기도 화성시 조암리 453-2번지,㈜군장종합건설,대한토지신탁,민간,분양,59.9,145,35,Sep-24,Nov-24,준공,
화성시,,우정읍,경기도 화성시 조암리 453-2번지,㈜군장종합건설,대한토지신탁,민간,분양,59.98,37,15,Sep-24,Nov-24,준공,
화성시,,우정읍,경기도 화성시 조암리 453-2번지,㈜군장종합건설,대한토지신탁,민간,분양,79.92,9,4,Sep-24,Nov-24,준공,
화성시,,반송동,경기도 화성시 반송동 동탄택지개발지구16-3블럭외 2,㈜동양건설산업,우**외3인,민간,분양,170,46,6,Jun-24,Nov-24,준공,
화성시,,반송동,경기도 화성시 반송동 동탄택지개발지구16-3블럭외 2,㈜동양건설산업,우**외3인,민간,분양,159,42,1,Jun-24,Nov-24,준공,
화성시,,향남읍,경기도 화성시 향남읍 상신지구 A1-1블럭,(주)한양,코리아신탁(주),민간,분양,84,12,5,May-24,Feb-24,미준공,
화성시,,향남읍,경기도 화성시 향남읍 상신지구 A1-1블럭,(주)한양,코리아신탁(주),민간,분양,84,10,2,May-24,Feb-24,미준공,
화성시,,향남읍,경기도 화성시 향남읍 상신지구 A1-1블럭,(주)한양,코리아신탁(주),민간,분양,84,97,4,May-24,Feb-24,미준공,
화성시,,향남읍,경기도 화성시 향남읍 상신지구 A1-1블럭,(주)한양,코리아신탁(주),민간,분양,61,63,5,May-24,Feb-24,미준공,
화성시,,오산동,경기도 화성시 오산동 동탄2택지개발지구 업무복합3BL,㈜유림E&C,㈜하나자산신탁,민간,분양,84.61,44,1,Aug-24,Oct-24,준공,
