시군명,관할군구명,관할읍면동명,시공소재지위치,시공사정보,시행사정보,민간공공구분명,임대분양구분명,규모별면적(㎥),총분양가구수(개),당월미분양가구수(개),분양청약일자,입주예정일자,준공여부구분명,비고,위도,경도
오산시,,,경기도 오산시 탑동 110-1,한신공영㈜,세교피에프브이,민간,분양,84.0,144,0.0,May-24,Mar-24,미준공,,37.1351768,127.0498044
오산시,,,경기도 오산시 탑동 110-1,한신공영㈜,세교피에프브이,민간,분양,74.0,24,0.0,May-24,Mar-24,미준공,,37.1351768,127.0498044
오산시,,,경기도 오산시 탑동 110-1,한신공영㈜,세교피에프브이,민간,분양,74.0,224,0.0,May-24,Mar-24,미준공,,37.1351768,127.0498044
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,75.0,191,3.0,,Aug-27,미준공,,37.18976749999999,127.0202533
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,84.0,646,108.0,,Aug-27,미준공,,37.18976749999999,127.0202533
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,84.0,40,6.0,,Aug-27,미준공,,37.18976749999999,127.0202533
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,84.0,48,12.0,,Aug-27,미준공,,37.18976749999999,127.0202533
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,103.0,46,41.0,,Aug-27,미준공,,37.18976749999999,127.0202533
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,103.0,179,104.0,,Aug-27,미준공,,37.18976749999999,127.0202533
용인시,기흥구,서천동,경기도 용인시 기흥구 서천동 335-2번지,지에스건설,교보자산신탁㈜,민간,분양,84.0,35,0.0,Dec-24,Dec-24,미준공,,37.2468532,127.073448
용인시,기흥구,서천동,경기도 용인시 기흥구 서천동 335-2번지,지에스건설,교보자산신탁㈜,민간,분양,100.0,20,0.0,Dec-24,Dec-24,미준공,,37.2468532,127.073448
용인시,기흥구,언남동,경기도 용인시 기흥구 언남동 384-2번회 1필지,㈜대능종합건설,㈜비에스아이앤씨,민간,분양,48.0,16,4.0,Aug-24,Aug-24,준공,,37.2938204,127.1169612
용인시,기흥구,언남동,경기도 용인시 기흥구 언남동 384-2번회 1필지,㈜대능종합건설,㈜비에스아이앤씨,민간,분양,67.0,16,2.0,Aug-24,Aug-24,준공,,37.2938204,127.1169612
용인시,기흥구,언남동,경기도 용인시 기흥구 언남동 384-2번회 1필지,㈜대능종합건설,㈜비에스아이앤씨,민간,분양,49.0,16,3.0,Aug-24,Aug-24,준공,,37.2938204,127.1169612
용인시,기흥구,언남동,경기도 용인시 기흥구 언남동 384-2번회 1필지,㈜대능종합건설,㈜비에스아이앤씨,민간,분양,41.0,32,5.0,Aug-24,Aug-24,준공,,37.2938204,127.1169612
용인시,수지구,,,00건설,00건설,민간,분양,39.0,11,10.0,Sep-24,May-24,미준공,,,
용인시,수지구,,,00건설,00건설,민간,분양,47.0,13,8.0,Sep-24,May-24,미준공,,,
용인시,수지구,,,00건설,00건설,민간,분양,64.0,13,13.0,Sep-24,May-24,미준공,,,
용인시,수지구,,,00건설,00건설,민간,분양,70.0,30,29.0,Sep-24,May-24,미준공,,,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,130.0,1,1.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,131.0,1,1.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,131.0,1,1.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,132.0,1,1.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,133.0,1,1.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,139.0,1,1.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,처인구,포곡읍,경기도 용인시 처인구 포곡읍 전대리 192-2번지,디더블유대원,디더블유대원,민간,분양,59.0,118,6.0,Nov-24,Jan-00,미준공,,37.2847505,127.2192076
용인시,처인구,포곡읍,경기도 용인시 처인구 포곡읍 전대리 192-2번지,디더블유대원,디더블유대원,민간,분양,59.0,14,0.0,Nov-24,Nov-24,미준공,,37.2847505,127.2192076
용인시,처인구,포곡읍,경기도 용인시 처인구 포곡읍 전대리 192-2번지,디더블유대원,디더블유대원,민간,분양,74.0,62,43.0,Nov-24,Nov-24,미준공,,37.2847505,127.2192076
용인시,처인구,포곡읍,경기도 용인시 처인구 포곡읍 전대리 192-2번지,디더블유대원,디더블유대원,민간,분양,84.0,128,50.0,Nov-24,Nov-24,미준공,,37.2847505,127.2192076
용인시,처인구,포곡읍,경기도 용인시 처인구 포곡읍 전대리 192-2번지,디더블유대원,디더블유대원,민간,분양,84.0,13,12.0,Nov-24,Nov-24,미준공,,37.2847505,127.2192076
용인시,처인구,포곡읍,경기도 용인시 처인구 포곡읍 전대리 192-2번지,디더블유대원,디더블유대원,민간,분양,84.0,13,5.0,Nov-24,Nov-24,미준공,,37.2847505,127.2192076
용인시,,,경기도 용인시 산42-4(공세지구 D3블럭),㈜알비디케이콘스,㈜알비디케이,민간,분양,84.0,34,33.0,,Aug-24,미준공,,37.2361653,127.1891246
용인시,,,경기도 용인시 산42-4(공세지구 D3블럭),㈜알비디케이콘스,㈜알비디케이,민간,분양,84.0,17,17.0,,Aug-24,미준공,,37.2361653,127.1891246
용인시,,,경기도 용인시 산42-4(공세지구 D3블럭),㈜알비디케이콘스,㈜알비디케이,민간,분양,84.0,18,13.0,,Aug-24,미준공,,37.2361653,127.1891246
용인시,,,경기도 용인시 산42-4(공세지구 D3블럭),㈜알비디케이콘스,㈜알비디케이,민간,분양,84.0,9,9.0,,Aug-24,미준공,,37.2361653,127.1891246
용인시,,,경기도 용인시 산42-4(공세지구 D3블럭),㈜알비디케이콘스,㈜알비디케이,민간,분양,84.0,4,3.0,,Aug-24,미준공,,37.2361653,127.1891246
용인시,,,경기도 용인시 산42-4(공세지구 D3블럭),㈜알비디케이콘스,㈜알비디케이,민간,분양,84.0,2,2.0,,Aug-24,미준공,,37.2361653,127.1891246
용인시,,,경기도 용인시 산42-4(공세지구 D3블럭),㈜알비디케이콘스,㈜알비디케이,민간,분양,84.0,9,9.0,,Aug-24,미준공,,37.2361653,127.1891246
용인시,처인구,역북동,경기도 용인시 처인구 역북동 89-25번지,서희건설,서희건설,민간,분양,59.0,29,1.0,Feb-24,Mar-24,미준공,,37.2491194,127.1941166
용인시,처인구,역북동,경기도 용인시 처인구 역북동 89-25번지,서희건설,서희건설,민간,분양,59.0,42,1.0,Feb-24,Mar-24,미준공,,37.2491194,127.1941166
용인시,처인구,역북동,경기도 용인시 처인구 역북동 89-25번지,서희건설,서희건설,민간,분양,74.0,13,1.0,Feb-24,Mar-24,미준공,,37.2491194,127.1941166
용인시,처인구,역북동,경기도 용인시 처인구 역북동 89-25번지,서희건설,서희건설,민간,분양,74.0,2,0.0,Feb-24,Mar-24,미준공,,37.2491194,127.1941166
용인시,처인구,역북동,경기도 용인시 처인구 역북동 89-25번지,서희건설,서희건설,민간,분양,84.0,30,6.0,Feb-24,Mar-24,미준공,,37.2491194,127.1941166
용인시,처인구,역북동,경기도 용인시 처인구 역북동 89-25번지,서희건설,서희건설,민간,분양,84.0,9,3.0,Feb-24,Mar-24,미준공,,37.2491194,127.1941166
용인시,처인구,역북동,경기도 용인시 처인구 역북동 89-25번지,서희건설,서희건설,민간,분양,84.0,9,2.0,Feb-24,Mar-24,미준공,,37.2491194,127.1941166
용인시,처인구,이동읍,경기도 용인시 처인구 이동읍 1267-8외 1,삼정건설산업㈜,㈜이안이앤디,민간,분양,19.0,234,190.0,Aug-24,Aug-24,미준공,,37.1666241,127.2152553
용인시,처인구,이동읍,경기도 용인시 처인구 이동읍 1267-8외 1,삼정건설산업㈜,㈜이안이앤디,민간,분양,25.71,32,25.0,Aug-24,Aug-24,미준공,,37.1666241,127.2152553
용인시,처인구,이동읍,경기도 용인시 처인구 이동읍 1267-8외 1,삼정건설산업㈜,㈜이안이앤디,민간,분양,40.86,10,4.0,Aug-24,Aug-24,미준공,,37.1666241,127.2152553
용인시,기흥구,서천동,경기도 용인시 기흥구 서천동 335-2번지,지에스건설,교보자산신탁㈜,민간,분양,84.0,201,0.0,Dec-24,Dec-24,미준공,,37.2468532,127.073448
용인시,기흥구,서천동,경기도 용인시 기흥구 서천동 335-2번지,지에스건설,교보자산신탁㈜,민간,분양,84.0,109,1.0,Dec-24,Dec-24,미준공,,37.2468532,127.073448
용인시,기흥구,서천동,경기도 용인시 기흥구 서천동 335-2번지,지에스건설,교보자산신탁㈜,민간,분양,84.0,107,0.0,Dec-24,Dec-24,미준공,,37.2468532,127.073448
용인시,수지구,,,00건설,00건설,민간,분양,81.0,21,21.0,Sep-24,May-24,미준공,,,
용인시,수지구,,,00건설,00건설,민간,분양,97.0,2,2.0,Sep-24,May-24,미준공,,,
용인시,수지구,,,00건설,00건설,민간,분양,102.0,4,4.0,Sep-24,May-24,미준공,,,
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,59.0,105,0.0,May-24,Mar-24,미준공,,37.2962256,127.1114622
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,59.0,21,0.0,May-24,Mar-24,미준공,,37.2962256,127.1114622
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,59.0,3,0.0,May-24,Mar-24,미준공,,37.2962256,127.1114622
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,74.0,152,0.0,May-24,Mar-24,미준공,,37.2962256,127.1114622
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,84.0,461,50.0,May-24,Mar-24,미준공,,37.2962256,127.1114622
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,84.0,97,0.0,May-24,Mar-24,미준공,,37.2962256,127.1114622
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,84.0,135,0.0,May-24,Mar-24,미준공,,37.2962256,127.1114622
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,84.0,21,0.0,May-24,Mar-24,미준공,,37.2962256,127.1114622
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,84.0,2,0.0,May-24,Mar-24,미준공,,37.2962256,127.1114622
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 355-3번지,dl이엔씨,엠디엠,민간,분양,84.0,2,0.0,May-24,Mar-24,미준공,,37.2962256,127.1114622
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,17,1.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,25,0.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,1,1.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,6,5.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,1,1.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,11,0.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,13,7.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,16,1.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,16,2.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,18,2.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,18,0.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,1,1.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,13,2.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,7,0.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,84.0,1,1.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
용인시,기흥구,마북동,경기도 용인시 기흥구 마북동 212-1,동부건설㈜,한국자산신탁㈜,민간,분양,118.0,1,1.0,Aug-24,Oct-24,준공,,37.3032963,127.125632
의정부시,,금오동,경기도 의정부시 금오동 369-1,대우건설㈜,우리자산신탁㈜,민간,분양,110.0,82,0.0,Nov-24,Dec-24,미준공,,37.74604890000001,127.0560741
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,84.0,170,0.0,Nov-24,Oct-24,미준공,,37.7425828,127.0408759
의정부시,,금오동,경기도 의정부시 금오동 369-1,대우건설㈜,우리자산신탁㈜,민간,분양,108.0,82,0.0,Nov-24,Dec-24,미준공,,37.74604890000001,127.0560741
의정부시,,금오동,경기도 의정부시 금오동 369-1,대우건설㈜,우리자산신탁㈜,민간,분양,84.0,82,0.0,Nov-24,Dec-24,미준공,,37.74604890000001,127.0560741
의정부시,,금오동,경기도 의정부시 금오동 369-1,대우건설㈜,우리자산신탁㈜,민간,분양,84.0,123,0.0,Nov-24,Dec-24,미준공,,37.74604890000001,127.0560741
의정부시,,금오동,경기도 의정부시 금오동 369-1,대우건설㈜,우리자산신탁㈜,민간,분양,84.0,41,0.0,Nov-24,Dec-24,미준공,,37.74604890000001,127.0560741
의정부시,,금오동,경기도 의정부시 금오동 369-1,대우건설㈜,우리자산신탁㈜,민간,분양,84.0,246,0.0,Nov-24,Dec-24,미준공,,37.74604890000001,127.0560741
의정부시,,용현동,경기도 의정부시 용현동 산32외 51필지,현대엔지니어링㈜,신영부동산신탁㈜,민간,분양,84.0,77,11.0,Jun-24,Aug-24,미준공,,37.7367964,127.0764599
의정부시,,용현동,경기도 의정부시 용현동 산32외 51필지,현대엔지니어링㈜,신영부동산신탁㈜,민간,분양,84.0,132,10.0,Jun-24,Aug-24,미준공,,37.7367964,127.0764599
의정부시,,용현동,경기도 의정부시 용현동 산32외 51필지,현대엔지니어링㈜,신영부동산신탁㈜,민간,분양,74.0,77,11.0,Jun-24,Aug-24,미준공,,37.7367964,127.0764599
의정부시,,용현동,경기도 의정부시 용현동 산32외 51필지,현대엔지니어링㈜,신영부동산신탁㈜,민간,분양,74.0,118,10.0,Jun-24,Aug-24,미준공,,37.7367964,127.0764599
의정부시,,용현동,경기도 의정부시 용현동 산32외 51필지,현대엔지니어링㈜,신영부동산신탁㈜,민간,분양,59.0,63,0.0,Jun-24,Aug-24,미준공,,37.7367964,127.0764599
의정부시,,용현동,경기도 의정부시 용현동 산32외 51필지,현대엔지니어링㈜,신영부동산신탁㈜,민간,분양,59.0,60,0.0,Jun-24,Aug-24,미준공,,37.7367964,127.0764599
의정부시,,용현동,경기도 의정부시 용현동 산32외 51필지,현대엔지니어링㈜,신영부동산신탁㈜,민간,분양,59.0,109,0.0,Jun-24,Aug-24,미준공,,37.7367964,127.0764599
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,84.0,382,0.0,Nov-24,Oct-24,미준공,,37.7425828,127.0408759
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,84.0,253,0.0,Nov-24,Oct-24,미준공,,37.7425828,127.0408759
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,84.0,218,0.0,Nov-24,Oct-24,미준공,,37.7425828,127.0408759
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,84.0,35,0.0,Nov-24,Oct-24,미준공,,37.7425828,127.0408759
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,112.0,339,0.0,Nov-24,Oct-24,미준공,,37.7425828,127.0408759
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,162.0,2,0.0,Nov-24,Oct-24,미준공,,37.7425828,127.0408759
의정부시,,의정부동,경기도 의정부시 의정부동 248-3,㈜포스코이앤씨,㈜링크시티피에프브이,민간,분양,165.0,2,0.0,Nov-24,Oct-24,미준공,,37.7425828,127.0408759
의정부시,,의정부동,경기도 의정부시 의정부동 436-4번지 외 2필지(스카이파크),진산건설㈜,㈜드림개발,민간,분양,19.6,12,1.0,Mar-24,Apr-24,준공,,37.7377486,127.0501659
의정부시,,신곡동,경기도 의정부시 신곡동 고산 공공주택지구 C2블럭(신곡동 1-2)(대광로제비앙),(주)대광건영,㈜대광건영,민간,분양,84.93,622,1.0,Oct-24,Apr-24,준공,,37.7529186,127.0810567
의정부시,,의정부동,경기도 의정부시 의정부동 98-4 외 1필지(공간라움),㈜공간종합건설,㈜공간종합건설,민간,분양,66.69,17,2.0,Aug-24,Sep-24,준공,,37.734088,127.0490816
의정부시,,의정부동,경기도 의정부시 의정부동 131-23번지,㈜디오시종합건설,나이키빌,민간,분양,41.0,18,18.0,Feb-24,Mar-24,준공,,37.7377486,127.0501659
의정부시,,의정부동,경기도 의정부시 의정부동 131-23번지,㈜디오시종합건설,나이키빌,민간,분양,23.0,18,18.0,Feb-24,Mar-24,준공,,37.7377486,127.0501659
의정부시,,의정부동,경기도 의정부시 의정부동 131-23번지,㈜디오시종합건설,나이키빌,민간,분양,39.0,18,18.0,Feb-24,Mar-24,준공,,37.7377486,127.0501659
의정부시,,의정부동,경기도 의정부시 의정부동 131-23번지,㈜디오시종합건설,나이키빌,민간,분양,20.0,17,17.0,Feb-24,Mar-24,준공,,37.7377486,127.0501659
의정부시,,의정부동,경기도 의정부시 의정부동 131-23번지,㈜디오시종합건설,나이키빌,민간,분양,20.0,17,13.0,Feb-24,Mar-24,준공,,37.7377486,127.0501659
의정부시,,의정부동,경기도 의정부시 의정부동 131-23번지,㈜디오시종합건설,나이키빌,민간,분양,28.0,18,16.0,Feb-24,Mar-24,준공,,37.7377486,127.0501659
의정부시,,의정부동,경기도 의정부시 의정부동 131-23번지,㈜디오시종합건설,나이키빌,민간,분양,43.0,1,1.0,Feb-24,Mar-24,준공,,37.7377486,127.0501659
의정부시,,의정부동,경기도 의정부시 의정부동 146-5,㈜부성종합건설,교보자산신탁㈜,민간,분양,84.32,109,1.0,Nov-24,Dec-24,미준공,,37.73779469999999,127.0513759
의정부시,,의정부동,경기도 의정부시 의정부동 491-5,스마트중앙건설㈜,㈜무궁화신탁,민간,분양,65.44,60,0.0,Feb-24,Aug-24,미준공,,37.7376547,127.0395444
의정부시,,의정부동,경기도 의정부시 의정부동 127-4,신동아건설㈜,㈜하나자신탁,민간,분양,84.9,63,50.0,Jul-24,Mar-24,미준공,,37.7346827,127.0489486
이천시,,안흥동,경기도 이천시 안흥동 27-1,서희건설,안흥동지역주택조합,민간,민간,84.98,107,89.0,Feb-24,Jan-24,미준공,,37.2722056,127.4656284
이천시,,안흥동,경기도 이천시 안흥동 27-1,서희건설,안흥동지역주택조합,민간,민간,84.98,178,134.0,Feb-24,Jan-24,미준공,,37.2722056,127.4656284
이천시,,안흥동,경기도 이천시 안흥동 27-1,서희건설,안흥동지역주택조합,민간,민간,84.98,62,46.0,Feb-24,Jan-24,미준공,,37.2722056,127.4656284
이천시,,안흥동,경기도 이천시 안흥동 226-2외 16필지 (롯데캐슬 페라즈 스카이),롯데건설㈜,아시아신탁㈜,민간,분양,142.15,3,3.0,Jul-24,Apr-24,미준공,,37.2746588,127.4616957
이천시,,비공개,,비공개,비공개,민간,민간,117.992,88,40.0,May-24,Apr-24,미준공,,,
이천시,,비공개,,비공개,비공개,민간,민간,84.0,94,62.0,May-24,Apr-24,미준공,,,
이천시,,비공개,,비공개,비공개,민간,민간,185.72,2,1.0,May-24,Apr-24,미준공,,,
이천시,,비공개,,비공개,비공개,민간,민간,84.0,327,169.0,May-24,Apr-24,미준공,,,
이천시,,비공개,,비공개,비공개,민간,민간,122.45,43,5.0,Feb-24,Jan-24,미준공,,,
이천시,,비공개,,비공개,비공개,민간,민간,84.957,224,211.0,Feb-24,Jan-24,미준공,,,
이천시,,비공개,,비공개,비공개,민간,민간,84.98,267,251.0,Feb-24,Jan-24,미준공,,,
이천시,,비공개,,비공개,비공개,민간,민간,84.936,267,204.0,Feb-24,Jan-24,미준공,,,
이천시,,비공개,,비공개,비공개,민간,민간,84.0,124,86.0,May-24,Apr-24,미준공,,,
파주시,,문산읍,경기도 파주시 문산읍 당동리 947일원,㈜한양,㈜한국자산신탁,민간,분양,101.81,136,1.0,Jun-24,Oct-24,준공,,37.8655888,126.7738229
평택시,,장안동,경기도 평택시 장안동,㈜대광건영,브레인시티5피에프브이㈜,민간,분양,84.0,606,176.0,,Jan-27,미준공,,37.0584351,127.0859185
평택시,,장안동,경기도 평택시 장안동,㈜대광건영,브레인시티5피에프브이㈜,민간,분양,84.0,136,44.0,,Jan-27,미준공,,37.0584351,127.0859185
평택시,,장안동,경기도 평택시 장안동,㈜대광건영,브레인시티5피에프브이㈜,민간,분양,84.0,102,3.0,,Jan-27,미준공,,37.0584351,127.0859185
평택시,,현덕면,경기도 평택시 화양지구 9-2bl,㈜대우건설,교보자산신탁㈜,민간,분양,74.0,99,13.0,,Nov-26,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 화양지구 9-2bl,㈜대우건설,교보자산신탁㈜,민간,분양,74.0,100,22.0,,Nov-26,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 화양지구 9-2bl,㈜대우건설,교보자산신탁㈜,민간,분양,84.0,431,128.0,,Nov-26,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 화양지구 9-2bl,㈜대우건설,교보자산신탁㈜,민간,분양,84.0,110,66.0,,Nov-26,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 화양지구 9-2bl,㈜대우건설,교보자산신탁㈜,민간,분양,84.0,103,65.0,,Nov-26,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 화양지구 9-2bl,㈜대우건설,교보자산신탁㈜,민간,분양,122.0,4,2.0,,Nov-26,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 화양지구 9-2bl,㈜대우건설,교보자산신탁㈜,민간,분양,122.0,4,0.0,,Nov-26,미준공,,36.9748222,126.906089
평택시,,가재동,경기도 평택시 가재동l,효성중공업㈜,평택가재피에프브이㈜,민간,분양,84.0,809,2.0,,Feb-27,미준공,,37.0446132,127.0831388
평택시,,가재동,경기도 평택시 가재동l,효성중공업㈜,평택가재피에프브이㈜,민간,분양,84.0,240,2.0,,Feb-27,미준공,,37.0446132,127.0831388
평택시,,가재동,경기도 평택시 가재동l,효성중공업㈜,평택가재피에프브이㈜,민간,분양,103.0,160,1.0,,Feb-27,미준공,,37.0446132,127.0831388
평택시,,현덕면,경기도 평택시 현덕면 화양지구 2-1BL,디엘건설㈜,교보자산신탁㈜,민간,분양,59.0,155,0.0,Aug-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 2-1BL,디엘건설㈜,교보자산신탁㈜,민간,분양,84.0,638,0.0,Aug-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 3BL,㈜서희건설,평택화양센트럴지역주택조합 외 1,민간,분양,84.0,270,2.0,Apr-24,Dec-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 3BL,㈜서희건설,평택화양센트럴지역주택조합 외 1,민간,분양,59.0,145,121.0,Apr-24,Dec-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 3BL,㈜서희건설,평택화양센트럴지역주택조합 외 1,민간,분양,59.0,84,79.0,Apr-24,Dec-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 3BL,㈜서희건설,평택화양센트럴지역주택조합 외 1,민간,분양,84.0,161,148.0,Aug-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 4BL,디엘건설㈜,교보자산신탁㈜,민간,분양,59.0,98,0.0,Aug-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 4BL,디엘건설㈜,교보자산신탁㈜,민간,분양,74.0,194,0.0,Aug-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 4BL,디엘건설㈜,교보자산신탁㈜,민간,분양,84.0,465,0.0,Aug-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 4BL,디엘건설㈜,교보자산신탁㈜,민간,분양,84.0,159,1.0,Aug-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 7BL,㈜한화건설,교보자산신탁㈜,민간,분양,74.0,78,0.0,Oct-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 7BL,㈜한화건설,교보자산신탁㈜,민간,분양,74.0,75,0.0,Oct-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 7BL,㈜한화건설,교보자산신탁㈜,민간,분양,74.0,75,0.0,Oct-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 7BL,㈜한화건설,교보자산신탁㈜,민간,분양,74.0,53,0.0,Oct-24,Aug-24,미준공,,36.9748222,126.906089
